,sex,length,diameter,height,whole_wt,shucked_wt,viscera_wt,shell_wt,rings
2301,M,0.46,0.375,0.13,0.5735,0.2505,0.11900000000000001,0.195,9
2302,F,0.58,0.455,0.12,0.94,0.39899999999999997,0.257,0.265,11
2303,M,0.59,0.49,0.135,1.008,0.42200000000000004,0.2245,0.285,11
2304,F,0.55,0.415,0.135,0.775,0.302,0.179,0.26,23
2305,F,0.65,0.5,0.165,1.1445,0.485,0.218,0.365,12
2306,F,0.465,0.375,0.135,0.6,0.2225,0.129,0.23,16
2307,M,0.455,0.355,0.13,0.515,0.2,0.1275,0.175,11
2308,M,0.47,0.375,0.13,0.5795,0.2145,0.16399999999999998,0.195,13
2309,F,0.435,0.35,0.11,0.384,0.14300000000000002,0.1005,0.125,13
2310,M,0.35,0.265,0.11,0.2965,0.1365,0.063,0.085,7
2311,I,0.315,0.24,0.07,0.13699999999999998,0.0545,0.0315,0.04,8
2312,M,0.595,0.47,0.145,0.991,0.4035,0.1505,0.34,16
2313,F,0.58,0.475,0.135,0.925,0.391,0.165,0.275,14
2314,M,0.575,0.435,0.15,0.805,0.293,0.1625,0.27,17
2315,M,0.535,0.435,0.155,0.8915,0.3415,0.177,0.25,13
2316,M,0.515,0.42,0.14,0.769,0.2505,0.154,0.29,13
2317,F,0.505,0.385,0.135,0.6185,0.251,0.1175,0.2,12
2318,F,0.505,0.395,0.145,0.6515,0.2695,0.153,0.205,15
2319,I,0.4,0.31,0.1,0.2875,0.1145,0.0635,0.095,10
2320,M,0.49,0.395,0.135,0.5545,0.213,0.0925,0.215,14
2321,M,0.53,0.435,0.135,0.7365,0.3275,0.1315,0.22,12
2322,I,0.395,0.325,0.105,0.306,0.111,0.0735,0.095,8
2323,F,0.665,0.535,0.19,1.496,0.5775,0.2815,0.475,17
2324,F,0.415,0.305,0.105,0.3605,0.12,0.08199999999999999,0.1,10
2325,M,0.43,0.345,0.115,0.3045,0.0925,0.055,0.12,11
2326,M,0.475,0.395,0.135,0.5920000000000001,0.2465,0.1645,0.2,13
2327,F,0.525,0.425,0.145,0.7995,0.3345,0.209,0.24,15
2328,I,0.48,0.39,0.145,0.5825,0.2315,0.121,0.255,15
2329,I,0.42,0.345,0.115,0.3435,0.1515,0.0795,0.115,9
2330,M,0.59,0.46,0.155,0.9059999999999999,0.327,0.1485,0.335,15
2331,F,0.515,0.42,0.135,0.6295,0.2815,0.127,0.215,9
2332,M,0.695,0.55,0.22,1.5515,0.5660000000000001,0.3835,0.445,13
2333,F,0.8,0.63,0.195,2.526,0.9329999999999999,0.59,0.62,23
2334,M,0.61,0.49,0.15,1.103,0.425,0.2025,0.36,23
2335,F,0.565,0.48,0.175,0.9570000000000001,0.3885,0.215,0.275,18
2336,M,0.56,0.455,0.165,0.86,0.4015,0.1695,0.245,11
2337,M,0.655,0.485,0.195,1.62,0.6275,0.358,0.485,17
2338,M,0.64,0.52,0.2,1.4069999999999998,0.5660000000000001,0.304,0.455,17
2339,F,0.59,0.47,0.17,0.9,0.355,0.1905,0.25,11
2340,I,0.31,0.24,0.09,0.1455,0.0605,0.0315,0.045,7
2341,I,0.255,0.185,0.07,0.075,0.027999999999999997,0.018000000000000002,0.025,6
2342,I,0.17,0.125,0.055,0.0235,0.009000000000000001,0.0055,0.008,6
2343,M,0.67,0.55,0.17,1.247,0.47200000000000003,0.2455,0.4,21
2344,F,0.71,0.565,0.195,1.7265,0.638,0.3365,0.565,17
2345,F,0.56,0.43,0.125,0.8025,0.313,0.1715,0.263,13
2346,M,0.505,0.4,0.13,0.764,0.3035,0.18899999999999997,0.2175,11
2347,M,0.525,0.43,0.165,0.8645,0.376,0.1945,0.2515,16
2348,F,0.45,0.36,0.105,0.4715,0.2035,0.0935,0.149,9
2349,F,0.515,0.435,0.17,0.631,0.2765,0.111,0.21600000000000003,12
2350,M,0.59,0.475,0.16,0.9455,0.3815,0.184,0.27,19
2351,M,0.7,0.53,0.19,1.3185,0.5479999999999999,0.233,0.42,18
2352,F,0.72,0.56,0.175,1.7265,0.637,0.3415,0.525,17
2353,M,0.635,0.495,0.15,1.081,0.4825,0.242,0.31,11
2354,M,0.555,0.44,0.135,0.9025,0.3805,0.2105,0.28,13
2355,M,0.575,0.47,0.15,1.1415,0.4515,0.204,0.4,13
2356,M,0.585,0.455,0.125,1.0270000000000001,0.391,0.212,0.25,17
2357,F,0.61,0.485,0.21,1.3445,0.535,0.2205,0.515,20
2358,F,0.645,0.525,0.2,1.449,0.601,0.2565,0.505,13
2359,F,0.545,0.44,0.175,0.7745,0.2985,0.1875,0.265,11
2360,M,0.55,0.45,0.155,0.7895,0.34299999999999997,0.159,0.25,12
2361,F,0.66,0.525,0.205,1.3665,0.5005,0.29100000000000004,0.41,18
2362,M,0.57,0.475,0.195,1.0295,0.4635,0.1905,0.305,18
2363,F,0.6,0.47,0.2,1.031,0.392,0.2035,0.29,15
2364,F,0.63,0.505,0.165,1.065,0.4595,0.21600000000000003,0.315,12
2365,M,0.695,0.57,0.23,1.885,0.8665,0.435,0.5,19
2366,M,0.65,0.545,0.16,1.2425,0.48700000000000004,0.29600000000000004,0.48,15
2367,F,0.72,0.595,0.225,1.969,0.8045,0.423,0.66,16
2368,I,0.56,0.44,0.17,0.9445,0.3545,0.2175,0.3,12
2369,I,0.42,0.325,0.115,0.354,0.1625,0.064,0.105,8
2370,M,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,3
2371,F,0.405,0.325,0.11,0.3575,0.145,0.0725,0.11,12
2372,F,0.5,0.405,0.15,0.5965,0.253,0.126,0.185,12
2373,I,0.435,0.335,0.11,0.38299999999999995,0.1555,0.0675,0.135,12
2374,M,0.34,0.275,0.09,0.2065,0.0725,0.043,0.07,10
2375,F,0.43,0.34,0.11,0.382,0.154,0.0955,0.109,8
2376,I,0.535,0.41,0.155,0.6315,0.2745,0.1415,0.1815,12
2377,I,0.415,0.325,0.115,0.3285,0.1405,0.051,0.106,12
2378,F,0.36,0.265,0.09,0.2165,0.096,0.037000000000000005,0.0735,10
2379,M,0.175,0.135,0.04,0.0305,0.011000000000000001,0.0075,0.01,5
2380,M,0.155,0.115,0.025,0.024,0.009000000000000001,0.005,0.0075,5
2381,I,0.525,0.43,0.15,0.7365,0.3225,0.161,0.215,11
2382,F,0.525,0.39,0.135,0.6005,0.2265,0.131,0.21,16
2383,F,0.44,0.345,0.105,0.4285,0.165,0.083,0.132,11
2384,F,0.45,0.345,0.115,0.496,0.1905,0.11699999999999999,0.14,12
2385,F,0.485,0.365,0.14,0.6195,0.2595,0.1445,0.177,14
2386,I,0.47,0.35,0.135,0.5670000000000001,0.2315,0.1465,0.1525,11
2387,I,0.515,0.375,0.14,0.6505,0.2495,0.141,0.2215,10
2388,M,0.42,0.34,0.125,0.4495,0.165,0.1125,0.14400000000000002,11
2389,F,0.455,0.35,0.125,0.4485,0.1585,0.102,0.1335,16
2390,M,0.37,0.29,0.09,0.24100000000000002,0.11,0.045,0.069,10
2391,M,0.33,0.25,0.09,0.19699999999999998,0.085,0.040999999999999995,0.0605,10
2392,I,0.3,0.22,0.09,0.1425,0.057,0.0335,0.043,7
2393,I,0.625,0.46,0.16,1.2395,0.55,0.273,0.38,14
2394,I,0.61,0.475,0.17,1.0385,0.4435,0.24100000000000002,0.32,14
2395,I,0.625,0.465,0.155,0.972,0.40399999999999997,0.1845,0.35,14
2396,I,0.635,0.505,0.19,1.3315,0.5805,0.252,0.435,17
2397,I,0.5,0.385,0.155,0.762,0.3795,0.161,0.19,14
2398,F,0.53,0.43,0.17,0.775,0.35,0.152,0.235,17
2399,I,0.445,0.33,0.1,0.43700000000000006,0.163,0.0755,0.17,13
2400,F,0.585,0.415,0.155,0.6985,0.3,0.146,0.195,12
2401,I,0.44,0.355,0.165,0.435,0.159,0.105,0.14,16
2402,M,0.29,0.225,0.08,0.1295,0.0535,0.026000000000000002,0.045,10
2403,I,0.555,0.455,0.17,0.8435,0.309,0.1905,0.3,15
2404,I,0.655,0.515,0.145,1.25,0.5265,0.28300000000000003,0.315,15
2405,F,0.58,0.46,0.185,1.0170000000000001,0.3515,0.2,0.32,10
2406,I,0.625,0.43,0.175,1.411,0.5720000000000001,0.297,0.395,12
2407,I,0.62,0.485,0.17,1.208,0.4805,0.3045,0.33,15
2408,F,0.64,0.5,0.15,1.0705,0.371,0.2705,0.36,8
2409,F,0.505,0.375,0.115,0.5895,0.2635,0.12,0.16699999999999998,10
2410,I,0.5,0.395,0.12,0.537,0.2165,0.1085,0.1785,9
2411,M,0.31,0.245,0.095,0.15,0.0525,0.034,0.048,7
2412,F,0.505,0.38,0.145,0.6509999999999999,0.2935,0.19,0.17,12
2413,I,0.42,0.305,0.11,0.28,0.094,0.0785,0.0955,9
2414,M,0.4,0.315,0.105,0.287,0.1135,0.037000000000000005,0.113,10
2415,M,0.425,0.315,0.125,0.3525,0.1135,0.0565,0.13,18
2416,M,0.31,0.235,0.06,0.12,0.0415,0.033,0.04,11
2417,F,0.465,0.35,0.13,0.494,0.1945,0.10300000000000001,0.155,18
2418,F,0.465,0.36,0.12,0.4765,0.192,0.1125,0.16,10
2419,M,0.35,0.255,0.085,0.2145,0.1,0.0465,0.06,13
2420,I,0.52,0.415,0.16,0.595,0.2105,0.142,0.26,15
2421,F,0.475,0.365,0.13,0.4805,0.1905,0.114,0.1475,12
2422,F,0.41,0.315,0.11,0.321,0.1255,0.0655,0.095,10
2423,M,0.26,0.2,0.065,0.096,0.044000000000000004,0.027000000000000003,0.03,6
2424,I,0.575,0.45,0.17,0.9315,0.358,0.2145,0.26,13
2425,I,0.565,0.435,0.155,0.782,0.2715,0.168,0.285,14
2426,M,0.26,0.19,0.075,0.0945,0.0445,0.02,0.03,6
2427,F,0.53,0.385,0.125,0.6695,0.289,0.151,0.18,10
2428,M,0.34,0.255,0.095,0.213,0.081,0.034,0.07,9
2429,I,0.52,0.38,0.14,0.525,0.1775,0.115,0.185,11
2430,F,0.635,0.5,0.18,1.3119999999999998,0.529,0.2485,0.485,18
2431,F,0.61,0.485,0.165,1.087,0.4255,0.23199999999999998,0.38,11
2432,F,0.66,0.515,0.18,1.5230000000000001,0.54,0.3365,0.555,16
2433,I,0.635,0.5,0.18,1.319,0.5485,0.292,0.49,16
2434,F,0.465,0.38,0.135,0.579,0.20800000000000002,0.1095,0.22,14
2435,M,0.515,0.4,0.16,0.8175,0.2515,0.156,0.3,23
2436,I,0.335,0.24,0.095,0.17,0.062,0.039,0.055,9
2437,F,0.515,0.4,0.17,0.7959999999999999,0.258,0.1755,0.28,16
2438,F,0.345,0.255,0.1,0.19699999999999998,0.071,0.051,0.06,9
2439,M,0.465,0.355,0.125,0.5255,0.2025,0.135,0.145,13
2440,M,0.54,0.415,0.17,0.879,0.33899999999999997,0.20800000000000002,0.255,10
2441,M,0.475,0.355,0.125,0.4625,0.18600000000000003,0.107,0.145,9
2442,F,0.445,0.335,0.14,0.4565,0.1785,0.114,0.14,11
2443,M,0.5,0.355,0.14,0.528,0.2125,0.149,0.14,9
2444,M,0.5,0.38,0.135,0.5835,0.2295,0.1265,0.18,12
2445,F,0.55,0.435,0.17,0.884,0.2875,0.1645,0.28,14
2446,I,0.275,0.205,0.08,0.096,0.036000000000000004,0.0185,0.03,6
2447,F,0.35,0.265,0.09,0.1855,0.0745,0.0415,0.06,7
2448,F,0.37,0.285,0.105,0.27,0.1125,0.0585,0.0835,9
2449,F,0.42,0.33,0.125,0.46299999999999997,0.18600000000000003,0.11,0.145,10
2450,M,0.35,0.26,0.09,0.198,0.0725,0.055999999999999994,0.06,10
2451,M,0.395,0.305,0.105,0.282,0.0975,0.065,0.096,9
2452,I,0.325,0.2,0.08,0.0995,0.0395,0.0225,0.032,8
2453,I,0.275,0.2,0.065,0.092,0.0385,0.0235,0.027000000000000003,5
2454,I,0.235,0.17,0.065,0.0625,0.023,0.013999999999999999,0.022000000000000002,6
2455,I,0.25,0.18,0.06,0.073,0.027999999999999997,0.017,0.0225,5
2456,I,0.25,0.185,0.065,0.071,0.027000000000000003,0.0185,0.0225,5
2457,I,0.2,0.145,0.05,0.036000000000000004,0.0125,0.008,0.011000000000000001,4
2458,F,0.585,0.47,0.17,1.099,0.3975,0.2325,0.358,20
2459,M,0.445,0.35,0.14,0.5905,0.2025,0.158,0.19,14
2460,F,0.5,0.385,0.13,0.768,0.2625,0.095,0.27,13
2461,M,0.44,0.325,0.08,0.413,0.14400000000000002,0.1015,0.13,8
2462,M,0.515,0.405,0.14,0.8505,0.312,0.146,0.315,17
2463,F,0.52,0.405,0.14,0.6915,0.276,0.13699999999999998,0.215,11
2464,M,0.5,0.39,0.13,0.7090000000000001,0.275,0.168,0.18,11
2465,M,0.425,0.325,0.12,0.3755,0.142,0.1065,0.105,9
2466,M,0.51,0.415,0.14,0.8185,0.3025,0.2155,0.235,16
2467,F,0.37,0.275,0.08,0.22699999999999998,0.09300000000000001,0.0625,0.07,8
2468,M,0.54,0.415,0.13,0.8245,0.272,0.226,0.24,13
2469,M,0.615,0.475,0.17,1.1825,0.474,0.2895,0.24,11
2470,M,0.565,0.44,0.175,1.122,0.39299999999999996,0.2,0.375,20
2471,M,0.645,0.515,0.175,1.6115,0.6745,0.384,0.385,14
2472,F,0.615,0.47,0.175,1.2985,0.5135,0.34299999999999997,0.32,14
2473,M,0.605,0.49,0.145,1.3,0.517,0.3285,0.31,14
2474,F,0.59,0.455,0.165,1.161,0.38,0.2455,0.28,12
2475,M,0.645,0.485,0.155,1.489,0.5915,0.312,0.38,18
2476,M,0.57,0.42,0.155,1.008,0.377,0.193,0.34,13
2477,F,0.47,0.355,0.18,0.441,0.1525,0.1165,0.135,8
2478,F,0.5,0.44,0.155,0.742,0.2025,0.2005,0.2115,14
2479,F,0.52,0.425,0.145,0.7,0.207,0.1905,0.24,13
2480,M,0.39,0.285,0.095,0.271,0.11,0.06,0.08,8
2481,M,0.52,0.4,0.165,0.8565,0.2745,0.201,0.21,12
2482,F,0.54,0.415,0.175,0.8975,0.275,0.24100000000000002,0.275,14
2483,M,0.46,0.36,0.135,0.6105,0.1955,0.107,0.235,14
2484,I,0.355,0.26,0.09,0.1925,0.077,0.038,0.065,8
2485,F,0.49,0.4,0.145,0.6635,0.21,0.1295,0.2515,13
2486,F,0.63,0.51,0.185,1.235,0.5115,0.349,0.3065,11
2487,M,0.5,0.385,0.145,0.7615,0.24600000000000002,0.195,0.204,14
2488,M,0.49,0.39,0.135,0.5920000000000001,0.242,0.096,0.1835,15
2489,M,0.44,0.325,0.115,0.39,0.163,0.087,0.113,7
2490,F,0.515,0.395,0.165,0.7565,0.1905,0.17,0.3205,10
2491,F,0.475,0.38,0.145,0.57,0.16699999999999998,0.11800000000000001,0.187,11
2492,I,0.42,0.31,0.1,0.2865,0.115,0.0735,0.085,8
2493,M,0.4,0.305,0.13,0.2935,0.096,0.0675,0.105,9
2494,M,0.45,0.36,0.16,0.5670000000000001,0.174,0.1245,0.225,12
2495,F,0.52,0.4,0.13,0.6245,0.215,0.2065,0.17,15
2496,M,0.505,0.4,0.155,0.8415,0.2715,0.1775,0.285,12
2497,M,0.495,0.4,0.14,0.7775,0.2015,0.18,0.25,15
2498,M,0.54,0.41,0.145,0.9890000000000001,0.2815,0.213,0.355,19
2499,F,0.48,0.39,0.125,0.6905,0.21899999999999997,0.155,0.2,12
2500,F,0.33,0.26,0.08,0.2,0.0625,0.05,0.07,9
2501,I,0.285,0.21,0.07,0.109,0.044000000000000004,0.0265,0.033,5
2502,I,0.3,0.23,0.075,0.127,0.052000000000000005,0.03,0.0345,6
2503,I,0.31,0.24,0.105,0.2885,0.11800000000000001,0.065,0.083,6
2504,I,0.34,0.255,0.075,0.18,0.0745,0.04,0.0525,6
2505,I,0.375,0.3,0.075,0.14400000000000002,0.059000000000000004,0.03,0.044000000000000004,7
2506,I,0.415,0.325,0.1,0.4665,0.2285,0.1065,0.114,7
2507,I,0.415,0.315,0.105,0.33,0.1405,0.0705,0.095,6
2508,I,0.415,0.315,0.09,0.3625,0.175,0.0835,0.09300000000000001,6
2509,I,0.42,0.32,0.1,0.34,0.1745,0.05,0.0945,8
2510,I,0.425,0.31,0.105,0.365,0.159,0.0825,0.105,6
2511,M,0.465,0.375,0.11,0.5,0.21,0.113,0.1505,8
2512,F,0.465,0.35,0.135,0.6265,0.259,0.1445,0.175,8
2513,I,0.47,0.37,0.11,0.5555,0.25,0.115,0.163,8
2514,F,0.47,0.375,0.12,0.6015,0.2765,0.1455,0.135,8
2515,I,0.475,0.365,0.12,0.53,0.2505,0.0975,0.1625,10
2516,M,0.48,0.37,0.135,0.6315,0.3445,0.1015,0.161,7
2517,M,0.5,0.4,0.13,0.7715,0.37,0.16,0.21100000000000002,8
2518,I,0.505,0.39,0.185,0.6125,0.267,0.142,0.172,7
2519,M,0.525,0.425,0.19,0.872,0.4625,0.1725,0.19899999999999998,9
2520,M,0.54,0.42,0.12,0.8115,0.392,0.1455,0.2235,9
2521,M,0.545,0.45,0.15,0.8795,0.387,0.15,0.2625,11
2522,F,0.565,0.44,0.15,0.983,0.4475,0.2355,0.2485,9
2523,M,0.58,0.46,0.18,1.145,0.48,0.27699999999999997,0.325,11
2524,M,0.59,0.455,0.16,1.09,0.5,0.2215,0.292,9
2525,M,0.59,0.48,0.16,1.262,0.5685,0.2725,0.335,9
2526,M,0.595,0.49,0.185,1.185,0.48200000000000004,0.2015,0.361,10
2527,F,0.6,0.475,0.135,1.4405,0.5885,0.191,0.3175,9
2528,F,0.6,0.5,0.155,1.3319999999999999,0.6235,0.2835,0.35,8
2529,F,0.6,0.485,0.165,1.1405,0.5870000000000001,0.2175,0.28800000000000003,9
2530,M,0.605,0.475,0.175,1.2009999999999998,0.5395,0.275,0.309,10
2531,F,0.625,0.49,0.155,1.33,0.6675,0.259,0.33,10
2532,M,0.63,0.5,0.185,1.3619999999999999,0.5785,0.3125,0.384,10
2533,M,0.64,0.585,0.195,1.6469999999999998,0.7225,0.331,0.47100000000000003,12
2534,F,0.64,0.5,0.18,1.4995,0.593,0.314,0.431,11
2535,F,0.655,0.545,0.165,1.6225,0.6555,0.299,0.513,12
2536,I,0.66,0.525,0.215,1.786,0.6725,0.3615,0.4065,11
2537,M,0.66,0.535,0.2,1.791,0.733,0.318,0.54,15
2538,F,0.675,0.555,0.205,1.925,0.713,0.358,0.4535,13
2539,F,0.675,0.55,0.175,1.689,0.6940000000000001,0.371,0.474,13
2540,F,0.69,0.55,0.18,1.659,0.8715,0.2655,0.4395,9
2541,F,0.695,0.53,0.2,2.0475,0.75,0.4195,0.6095,14
2542,F,0.7,0.525,0.19,1.6015,0.7070000000000001,0.365,0.43,10
2543,F,0.73,0.57,0.165,2.0165,1.0685,0.418,0.435,10
2544,I,0.205,0.15,0.065,0.04,0.02,0.011000000000000001,0.013000000000000001,4
2545,I,0.225,0.17,0.07,0.0565,0.024,0.013000000000000001,0.016,4
2546,I,0.23,0.18,0.05,0.064,0.0215,0.0135,0.02,5
2547,I,0.275,0.195,0.07,0.0875,0.0345,0.022000000000000002,0.0255,4
2548,I,0.28,0.21,0.055,0.106,0.0415,0.0265,0.031,5
2549,I,0.28,0.22,0.08,0.1315,0.066,0.024,0.03,5
2550,I,0.295,0.22,0.07,0.126,0.0515,0.0275,0.035,6
2551,I,0.31,0.225,0.075,0.155,0.065,0.037000000000000005,0.0365,6
2552,I,0.315,0.235,0.07,0.149,0.057999999999999996,0.0325,0.047,7
2553,I,0.34,0.265,0.07,0.185,0.0625,0.0395,0.07,7
2554,I,0.37,0.29,0.08,0.2545,0.10800000000000001,0.0565,0.07,6
2555,I,0.38,0.285,0.085,0.237,0.115,0.0405,0.07,6
2556,I,0.39,0.295,0.1,0.27899999999999997,0.1155,0.059000000000000004,0.08,7
2557,I,0.405,0.31,0.065,0.3205,0.1575,0.066,0.08800000000000001,6
2558,I,0.415,0.325,0.1,0.3335,0.1445,0.0715,0.095,7
2559,I,0.44,0.335,0.11,0.3885,0.175,0.0835,0.111,7
2560,I,0.44,0.345,0.115,0.545,0.26899999999999996,0.111,0.1305,6
2561,I,0.44,0.325,0.1,0.4165,0.185,0.0865,0.11,6
2562,I,0.44,0.355,0.12,0.495,0.231,0.11,0.125,7
2563,I,0.45,0.35,0.125,0.4775,0.2235,0.08900000000000001,0.11800000000000001,6
2564,I,0.45,0.35,0.12,0.46799999999999997,0.2005,0.1065,0.1325,8
2565,F,0.455,0.35,0.12,0.4555,0.1945,0.1045,0.1375,7
2566,F,0.46,0.35,0.115,0.46,0.2025,0.1115,0.1165,6
2567,I,0.46,0.345,0.12,0.4155,0.198,0.0885,0.107,7
2568,I,0.46,0.345,0.115,0.4215,0.1895,0.102,0.111,6
2569,I,0.465,0.355,0.11,0.474,0.23,0.1005,0.12,7
2570,M,0.465,0.34,0.105,0.486,0.231,0.1035,0.1225,9
2571,I,0.475,0.385,0.11,0.5735,0.311,0.1025,0.136,7
2572,I,0.475,0.355,0.105,0.46799999999999997,0.201,0.1115,0.12,8
2573,M,0.48,0.37,0.1,0.5135,0.243,0.1015,0.135,8
2574,M,0.5,0.375,0.145,0.6215,0.27399999999999997,0.166,0.1485,7
2575,I,0.5,0.38,0.11,0.494,0.218,0.09,0.1325,7
2576,I,0.505,0.385,0.12,0.6005,0.239,0.142,0.185,7
2577,M,0.515,0.395,0.12,0.6459999999999999,0.285,0.1365,0.172,9
2578,M,0.525,0.415,0.135,0.7945,0.39399999999999996,0.18899999999999997,0.20199999999999999,7
2579,M,0.525,0.425,0.125,0.812,0.4035,0.1705,0.195,8
2580,F,0.53,0.42,0.17,0.828,0.41,0.20800000000000002,0.1505,6
2581,M,0.53,0.41,0.14,0.6809999999999999,0.3095,0.1415,0.1835,6
2582,F,0.53,0.405,0.15,0.889,0.4055,0.2275,0.215,8
2583,M,0.54,0.435,0.14,0.7345,0.33,0.1595,0.213,9
2584,F,0.55,0.425,0.125,0.9640000000000001,0.5475,0.159,0.215,8
2585,F,0.555,0.425,0.14,0.963,0.44,0.22399999999999998,0.24,7
2586,F,0.57,0.445,0.15,0.995,0.504,0.185,0.2505,9
2587,F,0.57,0.435,0.14,0.8585,0.3905,0.196,0.2295,8
2588,M,0.575,0.45,0.155,0.948,0.429,0.20600000000000002,0.259,7
2589,F,0.58,0.445,0.145,0.888,0.41,0.1815,0.2425,8
2590,F,0.585,0.45,0.16,0.9045,0.405,0.2215,0.2335,8
2591,M,0.59,0.465,0.14,1.046,0.4695,0.263,0.263,7
2592,F,0.595,0.47,0.155,1.1775,0.542,0.26899999999999996,0.31,9
2593,F,0.595,0.465,0.15,1.0765,0.491,0.22,0.287,9
2594,F,0.595,0.465,0.15,1.0255,0.41200000000000003,0.2745,0.289,11
2595,F,0.6,0.46,0.145,0.9325,0.3985,0.2245,0.248,8
2596,F,0.6,0.46,0.15,1.235,0.6025,0.27399999999999997,0.29,8
2597,M,0.6,0.46,0.15,1.247,0.5335,0.2735,0.29,9
2598,M,0.61,0.48,0.15,1.1495,0.564,0.27399999999999997,0.264,8
2599,F,0.615,0.485,0.16,1.1575,0.5005,0.2495,0.315,10
2600,F,0.615,0.5,0.165,1.327,0.6,0.3015,0.355,10
2601,M,0.615,0.47,0.155,1.2,0.5085,0.32,0.292,8
2602,F,0.62,0.51,0.175,1.2705,0.5415,0.32299999999999995,0.3225,9
2603,F,0.62,0.485,0.175,1.2155,0.545,0.253,0.345,10
2604,F,0.62,0.475,0.16,1.3245,0.6865,0.233,0.3275,9
2605,M,0.625,0.48,0.17,1.3555,0.6709999999999999,0.268,0.3385,10
2606,F,0.625,0.49,0.165,1.127,0.47700000000000004,0.2365,0.3185,9
2607,F,0.625,0.49,0.175,1.1075,0.4485,0.2165,0.3595,8
2608,F,0.63,0.495,0.2,1.4255,0.659,0.336,0.38,11
2609,F,0.63,0.495,0.145,1.147,0.5455,0.266,0.2885,9
2610,M,0.63,0.48,0.165,1.286,0.604,0.271,0.35,8
2611,F,0.635,0.495,0.18,1.5959999999999999,0.617,0.317,0.37,11
2612,F,0.635,0.495,0.195,1.297,0.556,0.2985,0.37,11
2613,M,0.645,0.49,0.16,1.251,0.5355,0.3345,0.3165,9
2614,M,0.645,0.5,0.175,1.5105,0.6735,0.3755,0.3775,12
2615,F,0.65,0.5,0.185,1.4415,0.741,0.2955,0.341,9
2616,M,0.67,0.52,0.19,1.6385,0.8115,0.369,0.391,9
2617,F,0.69,0.545,0.205,1.933,0.7855,0.429,0.498,13
2618,M,0.69,0.54,0.185,1.71,0.7725,0.3855,0.4325,8
2619,F,0.695,0.55,0.155,1.8495,0.767,0.442,0.4175,10
2620,M,0.695,0.525,0.175,1.742,0.696,0.389,0.505,12
2621,F,0.7,0.575,0.205,1.7975,0.7295,0.3935,0.5165,13
2622,F,0.705,0.56,0.205,2.381,0.9915,0.5005,0.624,10
2623,M,0.765,0.585,0.18,2.398,1.128,0.512,0.5335,12
2624,M,0.77,0.6,0.215,2.1945,1.0515,0.48200000000000004,0.584,10
2625,I,0.22,0.16,0.05,0.049,0.0215,0.01,0.015,4
2626,I,0.275,0.205,0.07,0.1055,0.495,0.019,0.0315,5
2627,I,0.29,0.21,0.06,0.1045,0.0415,0.022000000000000002,0.035,5
2628,I,0.33,0.24,0.075,0.163,0.0745,0.033,0.048,6
2629,I,0.355,0.285,0.095,0.2275,0.0955,0.0475,0.0715,6
2630,I,0.375,0.29,0.1,0.21899999999999997,0.0925,0.038,0.075,6
2631,I,0.415,0.315,0.1,0.3645,0.1765,0.0795,0.095,8
2632,I,0.425,0.33,0.115,0.3265,0.1315,0.077,0.10300000000000001,6
2633,I,0.425,0.34,0.1,0.3515,0.1625,0.08199999999999999,0.094,7
2634,I,0.43,0.32,0.1,0.3465,0.1635,0.08,0.09,7
2635,I,0.44,0.34,0.1,0.40700000000000003,0.209,0.0735,0.10300000000000001,7
2636,I,0.44,0.335,0.115,0.4215,0.17300000000000001,0.0765,0.113,7
2637,I,0.46,0.345,0.11,0.3755,0.1525,0.057999999999999996,0.125,7
2638,I,0.46,0.37,0.12,0.5335,0.2645,0.10800000000000001,0.1345,6
2639,I,0.465,0.355,0.105,0.442,0.2085,0.0975,0.1185,7
2640,I,0.475,0.365,0.1,0.1315,0.2025,0.0875,0.12300000000000001,7
2641,I,0.475,0.375,0.115,0.5205,0.233,0.11900000000000001,0.1455,7
2642,I,0.485,0.375,0.13,0.5535,0.266,0.11199999999999999,0.157,8
2643,I,0.49,0.375,0.125,0.5445,0.27899999999999997,0.115,0.13,8
2644,M,0.49,0.38,0.11,0.5539999999999999,0.2935,0.1005,0.15,8
2645,I,0.495,0.38,0.12,0.512,0.233,0.1205,0.136,7
2646,I,0.5,0.39,0.125,0.583,0.294,0.132,0.1605,8
2647,M,0.5,0.38,0.12,0.5765,0.273,0.135,0.145,9
2648,M,0.505,0.4,0.135,0.723,0.377,0.149,0.17800000000000002,7
2649,I,0.51,0.395,0.155,0.5395,0.2465,0.1085,0.16699999999999998,8
2650,I,0.51,0.385,0.15,0.625,0.3095,0.11900000000000001,0.1725,8
2651,I,0.515,0.4,0.125,0.5925,0.265,0.1175,0.168,9
2652,I,0.52,0.395,0.135,0.633,0.2985,0.1295,0.175,9
2653,F,0.545,0.43,0.14,0.8320000000000001,0.4355,0.17,0.201,9
2654,M,0.545,0.42,0.145,0.778,0.3745,0.1545,0.205,7
2655,M,0.545,0.42,0.12,0.7865,0.40299999999999997,0.185,0.17,7
2656,F,0.545,0.4,0.14,0.778,0.368,0.215,0.18,9
2657,I,0.55,0.42,0.13,0.636,0.294,0.14400000000000002,0.1755,8
2658,F,0.55,0.44,0.135,0.8435,0.434,0.1995,0.185,8
2659,I,0.555,0.425,0.13,0.648,0.2835,0.133,0.2105,8
